Name,Location,Year,Kms_Driven,Price,Car_Age,Price_per_KM
Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,10.55,11,17.016129032258064
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,11.5,14,17.00881500325386
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,5.95,11,17.006316631891846
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,8.5,14,17.0
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,10.2,13,16.999999999999996
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,12.5,13,16.967558029048458
Mahindra XUV500 W8 2WD,Kochi,2014,49663,8.42,11,16.954271791877254
Land Rover Freelander 2 HSE,Mumbai,2011,82000,13.9,14,16.951219512195124
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,10.0,15,16.949152542372882
Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,11.85,11,16.928571428571427
Honda City i-VTEC VX,Ahmedabad,2012,34000,5.75,13,16.91176470588235
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,12.5,14,16.89189189189189
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,11.99,17,16.887323943661972
Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,5.41,11,16.758046030418488
Maruti Alto LXi BSIII,Kochi,2012,14814,2.47,13,16.67341703793709
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,7.5,11,16.666666666666668
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,7.5,11,16.666666666666668
Maruti Swift Dzire VDI,Kolkata,2014,28000,4.65,11,16.607142857142858
Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,7.75,11,16.60382209272431
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,3.9,11,16.595744680851062
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,19.25,12,16.594827586206897
Maruti Swift Dzire ZDi,Coimbatore,2013,38995,6.46,12,16.56622643928709
Hyundai Santa Fe 4X2,Jaipur,2013,74000,12.25,12,16.554054054054053
Mahindra XUV500 W8 2WD,Kolkata,2013,44000,7.25,12,16.477272727272727
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,6.25,12,16.44736842105263
Maruti Ertiga ZDI,Kochi,2013,39929,6.56,12,16.429161762127777
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,5.5,11,16.41987102937664
Audi A4 2.0 TDI,Hyderabad,2011,85000,13.95,14,16.41176470588235
BMW 3 Series 320d Highline,Delhi,2011,64000,10.5,14,16.40625
Volkswagen Polo GTI,Chennai,2014,35059,5.75,11,16.400924156422032
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,7.5,11,16.375545851528383
BMW X5 3.0d,Chennai,2009,110000,18.0,16,16.363636363636363
Hyundai Grand i10 Asta Option,Bangalore,2014,30000,4.9,11,16.333333333333336
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,10.75,17,16.28787878787879
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,10.75,16,16.28787878787879
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,7.0,12,16.27906976744186
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,6.49,11,16.225
Honda City i-VTEC VX,Coimbatore,2013,38622,6.26,12,16.208378644295998
BMW X3 xDrive20d,Pune,2012,108000,17.5,13,16.203703703703702
Toyota Fortuner 4x2 AT,Pune,2014,102000,16.5,11,16.176470588235293
Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,10.5,11,16.153846153846153
BMW 5 Series 2003-2012 520d,Pune,2011,95995,15.5,14,16.146674305953436
Toyota Corolla Altis 1.8 Sport,Pune,2010,31000,5.0,15,16.129032258064516
Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,93000,15.0,15,16.129032258064516
BMW 5 Series 520d Sedan,Delhi,2012,90000,14.5,13,16.11111111111111
Honda Brio S MT,Mumbai,2014,22100,3.55,11,16.063348416289593
Honda City i VTEC VX,Kolkata,2014,39000,6.25,11,16.025641025641026
Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,16.0,13,16.0
Nissan Terrano XL,Mumbai,2013,31000,4.95,12,15.96774193548387
Honda CR-V 2.4 AT,Hyderabad,2014,88046,13.99,11,15.889421438793358
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,10.5,12,15.819924064364491
Chevrolet Cruze LTZ,Hyderabad,2012,62005,9.8,13,15.805177001854691
Maruti Swift VDI,Kolkata,2014,25000,3.95,11,15.8
Maruti Dzire VXI,Hyderabad,2013,34900,5.49,12,15.730659025787965
Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,11.0,18,15.714285714285714
Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,9.25,11,15.679294855496229
BMW 3 Series 320d,Hyderabad,2011,89000,13.95,14,15.674157303370787
Mahindra Scorpio SLE BSIV,Kochi,2014,45239,7.09,11,15.672318132584717
Skoda Superb 1.8 TSI,Pune,2010,35102,5.5,15,15.66862287049171
Maruti Celerio ZXI,Delhi,2014,21701,3.38,11,15.575319109718446
Hyundai Elantra CRDi SX,Kolkata,2014,45000,7.0,11,15.555555555555555
Toyota Etios VD,Bangalore,2013,37000,5.75,12,15.54054054054054
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,6.99,13,15.533333333333333
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,11.5,15,15.49593736946357
Toyota Innova Crysta 2.7 GX MT,Bangalore,2012,70704,10.95,13,15.487101154107265
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,14.45,11,15.483525314760247
Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,4.95,16,15.46875
Toyota Corolla 1.8 J,Kolkata,2014,40748,6.3,11,15.46088151565721
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,8.5,11,15.454545454545455
Mahindra XUV500 W8 4WD,Pune,2013,55000,8.5,12,15.454545454545455
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,5.35,12,15.453495089543617
Honda Brio VX AT,Mumbai,2014,26856,4.15,11,15.45278522490319
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,13.9,14,15.444444444444445
Toyota Fortuner 4x2 Manual,Delhi,2014,107000,16.5,11,15.42056074766355
Ford Figo Petrol ZXI,Pune,2014,21727,3.35,11,15.418603580798086
Hyundai i20 Asta 1.2,Mumbai,2014,30180,4.65,11,15.407554671968192
Mercedes-Benz New C-Class 200 CDI Classic,Pune,2011,65000,10.0,14,15.384615384615385
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,43900,6.75,11,15.375854214123008
BMW 3 Series 320d Highline,Chennai,2010,83000,12.75,15,15.36144578313253
Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,8.08,16,15.294340336929775
BMW X1 sDrive20d,Delhi,2011,72000,11.0,14,15.277777777777779
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,8.4,12,15.244732400500899
Hyundai Verna SX CRDi AT,Chennai,2012,41000,6.25,13,15.24390243902439
BMW 3 Series 320d,Coimbatore,2013,85846,13.08,12,15.236586445495423
Maruti Ciaz ZDi SHVS,Chennai,2014,45000,6.85,11,15.222222222222221
BMW 3 Series 320d Sedan,Kolkata,2010,51000,7.75,15,15.196078431372548
Maruti Ertiga VDI,Pune,2013,43486,6.6,12,15.177298440877523
Land Rover Freelander 2 SE,Chennai,2011,109000,16.5,14,15.137614678899082
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,6.85,12,15.105407074181882
Honda City 1.5 V MT,Pune,2014,48094,7.25,11,15.0746454859234
Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,5.09,11,15.034706837985526
Maruti Swift VDI,Chennai,2014,35000,5.25,11,15.0
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,7.5,17,15.0
Hyundai Verna 1.6 SX VTVT,Bangalore,2014,45000,6.75,11,15.0
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,18.0,17,14.962593516209477
Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,6.75,11,14.957454352065236
Hyundai Elantra SX,Mumbai,2014,55619,8.3,11,14.922957981984576
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,3.75,11,14.91943505072608
Maruti Ritz VDi,Pune,2012,23598,3.52,13,14.916518349012629
Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,6.25,13,14.880952380952381
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,42036,6.25,14,14.8682082024931
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,10.25,13,14.855072463768115
Hyundai i10 Sportz,Coimbatore,2014,31446,4.66,11,14.81905488774407
Honda City 1.5 V MT,Coimbatore,2012,42750,6.33,13,14.807017543859649
Toyota Fortuner 3.0 Diesel,Coimbatore,2012,91235,13.49,13,14.785992217898833
Toyota Corolla Altis G HV AT,Delhi,2013,56000,8.25,12,14.732142857142858
BMW 3 Series 320d,Kolkata,2011,70000,10.3,14,14.714285714285715
Renault Pulse Petrol RxZ,Coimbatore,2014,31897,4.69,11,14.703577138915888
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,8.22,14,14.681979745298017
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,5.44,12,14.668608100091678
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,11.0,18,14.666666666666666
Honda Amaze SX i-VTEC,Mumbai,2014,29000,4.25,11,14.655172413793103
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,11.79,12,14.637961859356377
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,6.0,12,14.634146341463415
Hyundai Grand i10 Era,Kolkata,2014,19500,2.85,11,14.615384615384615
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,10.3,16,14.60557848016903
Nissan Sunny XV CVT,Kochi,2013,37199,5.43,12,14.597166590499745
BMW 3 Series 320d,Hyderabad,2010,73336,10.69,15,14.576742663903131
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,6.99,19,14.5625
Skoda Rapid Ultima 1.6 TDI Elegance,Hyderabad,2013,55000,8.0,12,14.545454545454545
Honda Brio S Option AT,Coimbatore,2013,33709,4.9,12,14.536177282031506
Honda City 1.5 S MT,Pune,2014,43772,6.35,11,14.506990770355479
Mahindra XUV500 W4,Bangalore,2014,65213,9.45,11,14.490975725698862
Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,12.36,11,14.489865300524027
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,10.75,11,14.484161737560463
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,11.27,15,14.476743439222084
Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,10.85,14,14.466666666666667
Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,2.25,14,14.432328415651059
Hyundai Grand i10 Sportz,Mumbai,2013,26000,3.75,12,14.423076923076923
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,14.41,14,14.41
BMW 3 Series 320d,Mumbai,2009,52100,7.5,16,14.395393474088293
Toyota Etios VD SP,Kolkata,2014,45155,6.5,11,14.394862141512569
Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,5.75,11,14.375
Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,6.22,11,14.35958998984209
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,12.5,11,14.344238779936425
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,10.99,19,14.335655213795622
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,10.4,15,14.246575342465754
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,8.0,13,14.184397163120567
Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,8.8,14,14.159747699041
Hyundai i10 Sportz,Coimbatore,2013,32776,4.64,12,14.156700024408101
Maruti Ertiga VXI,Bangalore,2014,42000,5.94,11,14.142857142857142
Maruti Wagon R VXI,Mumbai,2010,19119,2.7,15,14.122077514514357
Maruti Swift LXI,Pune,2013,32953,4.65,12,14.111006585136408
Honda City i VTEC VX,Ahmedabad,2014,49000,6.9,11,14.081632653061224
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,6.75,15,14.061914086913045
Maruti Ertiga VDI,Coimbatore,2014,53817,7.56,11,14.047605775126819
Maruti Ritz VXi,Pune,2014,25000,3.5,11,14.0
Mahindra XUV500 W8 2WD,Delhi,2014,58000,8.1,11,13.96551724137931
BMW 3 Series 320i Sedan,Kochi,2010,70749,9.86,15,13.93659274336033
Hyundai Elantra CRDi SX,Kolkata,2013,42000,5.85,12,13.928571428571429
Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,3.55,12,13.92156862745098
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,6.7,12,13.912537896092031
Volvo S80 D5,Hyderabad,2008,79000,10.99,17,13.91139240506329
Honda Amaze EX i-Dtech,Bangalore,2013,33800,4.7,12,13.905325443786982
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,7.5,13,13.88888888888889
Hyundai EON Era,Jaipur,2014,18000,2.5,11,13.88888888888889
Honda City i DTEC V,Kolkata,2014,36000,5.0,11,13.88888888888889
Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,6.25,13,13.88888888888889
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,16.5,13,13.841933508384857
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,5.95,12,13.837209302325581
Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,8.99,11,13.830769230769231
BMW 3 Series 320d Highline,Mumbai,2009,61500,8.5,16,13.821138211382113
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,11.49,12,13.815908134431552
Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,14.5,14,13.80952380952381
BMW 3 Series 320d,Mumbai,2010,67000,9.25,15,13.805970149253731
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,7.26,12,13.802281368821292
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,5.1,12,13.783783783783782
Mahindra XUV500 W8 4WD,Chennai,2013,78000,10.75,12,13.782051282051283
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,4.5,11,13.753056234718827
Hyundai Accent GLE,Pune,2005,5834,0.8,20,13.712718546451834
Mahindra XUV500 W8 2WD,Bangalore,2013,71231,9.75,12,13.687860622481784
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,7.5,14,13.662446488751252
BMW 3 Series 320d Highline,Mumbai,2009,58557,8.0,16,13.661902078316853
Maruti Ertiga ZDI,Kolkata,2012,38092,5.2,13,13.651160348629633
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,6.5,13,13.64714774612106
Mitsubishi Pajero Sport 4X4,Delhi,2014,110000,15.0,11,13.636363636363637
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,4.9,12,13.611111111111112
Maruti Swift Dzire VDI,Kolkata,2014,32000,4.35,11,13.593749999999998
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,12.5,12,13.58695652173913
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,12.5,11,13.55057617049877
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,6.5,13,13.541666666666666
Maruti Swift VDI BSIV,Coimbatore,2014,44282,5.99,11,13.526940969242581
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,8.25,11,13.524590163934427
Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,18.5,15,13.503649635036496
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,9.43,11,13.487227895534769
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,13.75,14,13.480392156862745
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,7.75,11,13.469125288934462
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,10.9,11,13.456623992296391
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,4.3,11,13.4375
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,10.75,11,13.4375
Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,5.5,12,13.414634146341463
Toyota Fortuner 4x2 AT,Delhi,2013,123000,16.5,12,13.414634146341463
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,11.5,14,13.372093023255815
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,8.31,12,13.3682957433802
Hyundai i20 Magna Optional 1.2,Kochi,2014,35487,4.74,11,13.357003973285993
Hyundai Santro Xing GL,Kochi,2011,20842,2.78,14,13.338451204299012
BMW X1 sDrive20d,Ahmedabad,2012,94000,12.5,13,13.297872340425531
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,6.0,13,13.2972829218563
Maruti Swift VDI,Mumbai,2013,35000,4.65,12,13.285714285714288
Maruti Ertiga VDI,Chennai,2013,52000,6.9,12,13.26923076923077
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,15.5,11,13.247863247863247
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,5.96,11,13.229451066569
Honda Brio S Option AT,Chennai,2012,31500,4.15,13,13.174603174603176
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,7.9,12,13.166666666666666
Honda City V AT,Kochi,2014,46728,6.15,11,13.161273754494093
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,10.0,11,13.157894736842104
Maruti Celerio VXI AT,Hyderabad,2014,33450,4.4,11,13.153961136023918
Honda City i DTEC VX,Kolkata,2014,37298,4.9,11,13.137433642554562
Nissan Terrano XL,Mumbai,2014,40000,5.25,11,13.125
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,40000,5.25,11,13.125
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,16.0,11,13.114754098360656
Maruti Wagon R LXI,Ahmedabad,2010,21002,2.75,15,13.093991048471574
Hyundai Santa Fe 4WD AT,Chennai,2014,110000,14.4,11,13.090909090909092
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,12.95,17,13.080808080808081
Maruti Ciaz AT ZXi,Mumbai,2014,46738,6.1,11,13.051478454362616
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,100000,13.0,15,13.0
Nissan Terrano XL 110 PS,Mumbai,2014,50000,6.5,11,13.0
Maruti Swift 1.3 LXI,Pune,2011,24255,3.15,14,12.987012987012987
Hyundai i20 Asta (o),Delhi,2014,42365,5.5,11,12.98241472913962
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,5.45,14,12.979899018767266
Volkswagen Vento Petrol Highline,Chennai,2011,37000,4.8,14,12.972972972972974
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,7.25,12,12.972837562180153
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,3.5,13,12.962962962962964
BMW 5 Series 520d Sedan,Mumbai,2008,81000,10.5,17,12.962962962962964
Maruti Swift Dzire VXI,Bangalore,2013,38623,5.0,12,12.94565414390389
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,7.5,11,12.931034482758621
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,7.5,12,12.931034482758621
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,7.5,12,12.931034482758621
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,4.65,12,12.916666666666668
Honda City V MT,Chennai,2014,55000,7.1,11,12.909090909090908
Volvo XC60 D5,Pune,2011,106976,13.8,14,12.900089739754712
Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,7.5,13,12.88659793814433
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,6.89,13,12.869604198965202
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,4.5,12,12.857142857142858
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,4.5,11,12.857142857142858
Maruti Swift 1.3 VXi,Kolkata,2014,32986,4.24,11,12.85393803431759
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,5.9,11,12.826086956521738
Maruti Ertiga VDI,Kolkata,2014,45617,5.85,11,12.824166429182103
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,9.23,11,12.81552858848685
Hyundai Santa Fe 4X4,Coimbatore,2013,65278,8.36,12,12.806764913140722
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,5.25,12,12.804878048780488
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,10.75,11,12.797619047619047
Maruti Wagon R LXI,Mumbai,2014,25422,3.25,11,12.784202659114152
Hyundai i20 1.2 Magna,Kolkata,2010,18000,2.3,15,12.777777777777777
Ford Fiesta Diesel Trend,Bangalore,2011,47000,6.0,14,12.76595744680851
Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,12.0,16,12.76595744680851
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,9.14,14,12.747025926390807
Mahindra XUV500 W8 2WD,Jaipur,2014,70669,9.0,11,12.735428547170612
Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,2014,56549,7.2,11,12.732320642274841
Maruti Ertiga VDI,Kolkata,2014,47052,5.99,11,12.73059593641078
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,5.6,12,12.727272727272727
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,1.4,13,12.727272727272727
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,7.25,15,12.719298245614034
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,4.45,16,12.714285714285714
Hyundai Verna 1.6 SX,Kolkata,2013,37873,4.8,12,12.673936577509043
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,9.5,18,12.666666666666666
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,13.28,12,12.638952337444799
Hyundai EON D Lite,Hyderabad,2014,20600,2.6,11,12.62135922330097
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,13.5,12,12.616822429906541
Volkswagen Vento 1.6 Highline,Coimbatore,2014,55431,6.98,11,12.592231783658963
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,9.44,14,12.586666666666666
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,3.0,11,12.583892617449665
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,9.06,12,12.54812886069638
Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,7.0,11,12.5
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,6.5,13,12.5
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,6.5,13,12.5
BMW X5 3.0d,Chennai,2009,150000,18.75,16,12.5
Hyundai Grand i10 Magna,Delhi,2014,31200,3.9,11,12.5
Honda City i VTEC SV,Bangalore,2014,62000,7.75,11,12.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,7.5,12,12.5
Hyundai i20 1.2 Magna,Kolkata,2010,18000,2.25,15,12.5
Renault Duster 110PS Diesel RxZ Pack,Bangalore,2013,62000,7.75,12,12.5
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,7.75,13,12.5
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,6.5,13,12.476007677543187
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,9.25,18,12.466475289424386
Maruti Ritz VXI,Hyderabad,2014,32500,4.05,11,12.461538461538462
Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,13.7,15,12.454545454545455
Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,8.5,17,12.439085068707652
Hyundai i10 Sportz AT,Coimbatore,2014,41016,5.08,11,12.385410571484298
Hyundai i10 Magna AT,Mumbai,2009,21000,2.6,16,12.380952380952381
Maruti Alto K10 VXI,Pune,2014,17000,2.1,11,12.352941176470589
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,5.25,14,12.352941176470589
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,8.38,12,12.341497179717532
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,2.95,12,12.291666666666666
Maruti Ertiga ZDI,Jaipur,2014,57000,7.0,11,12.280701754385966
Mahindra XUV500 W8 4WD,Kochi,2014,63288,7.77,11,12.277208949563898
BMW 3 Series 320d Sedan,Chennai,2011,89616,11.0,14,12.27459382253169
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,4.05,11,12.272727272727273
Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,4.9,12,12.250000000000002
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,9.5,11,12.211581721190308
Mahindra XUV500 W8 2WD,Kochi,2013,61672,7.53,12,12.209754832014529
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,10.05,14,12.208306507452535
Toyota Fortuner 4x4 MT,Chennai,2013,123000,15.0,12,12.195121951219512
Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,3.95,11,12.191358024691358
Honda Mobilio S i VTEC,Mumbai,2014,43081,5.25,11,12.186346649334974
Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,9.25,15,12.171052631578947
Toyota Fortuner 4x2 Manual,Delhi,2012,109000,13.25,13,12.155963302752294
Honda Brio VX AT,Mumbai,2014,35000,4.25,11,12.142857142857142
Renault Koleos 2.0 Diesel,Delhi,2013,70000,8.5,12,12.142857142857142
Maruti Ciaz ZXi,Pune,2014,49500,6.0,11,12.121212121212121
Maruti Swift Dzire VXI,Kolkata,2014,33000,3.99,11,12.090909090909092
Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,16.75,13,12.050359712230216
Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,5.0,12,12.048192771084338
Toyota Etios Liva V,Pune,2012,24500,2.95,13,12.040816326530612
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,7.52,11,12.03257756372306
Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,6.0,14,12.0
Maruti Swift Dzire VXI,Coimbatore,2014,47674,5.72,11,11.998154130133825
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,11.5,13,11.979166666666666
Hyundai Grand i10 AT Asta,Pune,2014,37632,4.5,11,11.957908163265307
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,5.5,14,11.956521739130435
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,14.0,13,11.941724385001194
Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,6.2,11,11.923076923076923
Hyundai i10 Magna 1.2,Coimbatore,2013,36264,4.32,12,11.912640635340834
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,3.45,15,11.89655172413793
Honda City i-VTEC V,Kolkata,2011,32572,3.87,14,11.88137050227189
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,9.5,12,11.875
BMW X1 sDrive 18i,Pune,2012,80000,9.5,13,11.875
Maruti Ritz VXi,Hyderabad,2013,35433,4.2,12,11.853357040047413
Hyundai EON Era Plus,Pune,2013,22000,2.6,12,11.818181818181818
Maruti Ertiga VXI,Jaipur,2014,47399,5.6,11,11.814595244625414
