Name,Location,Year,Kilometers_Driven,Price,Car_Age
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,16.5,13
Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,8.7,6
Maruti Baleno Zeta 1.2,Mumbai,2016,12000,6.1,9
Mini Cooper Countryman D,Hyderabad,2013,51000,21.94,12
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,22.0,16
Maruti Alto K10 LXI,Delhi,2015,51000,2.65,10
Maruti Swift VXI Optional,Kochi,2017,42527,5.27,8
Chevrolet Sail LT ABS,Kolkata,2014,45000,2.48,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,6.0,14
Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,8.9,16
BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,18.0,13
Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,11.64,9
Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,8.99,6
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,5.25,16
Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,2.95,14
Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,2.65,12
Volkswagen Vento Petrol Highline,Pune,2013,57197,4.0,12
Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,12.5,9
Maruti Ritz VXI,Mumbai,2014,33000,3.25,11
Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,4.0,17
Mahindra XUV500 W8 2WD,Delhi,2012,75000,6.25,13
Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,5.8,9
Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,5.0,10
Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,58.73,9
Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,17.49,7
Maruti A-Star Vxi,Pune,2011,69000,1.95,14
Honda Accord VTi-L (AT),Mumbai,2007,80000,3.0,18
Hyundai i20 Asta (o),Delhi,2014,42365,5.5,11
Toyota Fortuner 4x2 AT,Delhi,2013,123000,16.5,12
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,14.5,14
Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,7.79,9
Maruti Ertiga VDI,Kochi,2017,43775,8.27,8
Land Rover Range Rover Sport SE,Kochi,2019,26013,97.07,6
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,2.15,13
Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,3.0,17
BMW X3 xDrive20d,Coimbatore,2014,41089,28.79,11
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,5.45,14
Maruti Swift Dzire VDI,Delhi,2013,72486,3.95,12
Volvo V40 Cross Country D3,Pune,2013,92000,16.0,12
Maruti Swift Dzire ZXi,Delhi,2013,40000,4.25,12
Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,34.5,11
Honda Accord 2.4 AT,Mumbai,2008,125000,2.6,17
Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,13.48,8
Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,32.1,7
Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,6.17,7
Honda City 1.5 V MT,Kolkata,2015,32000,5.5,10
Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,9.15,8
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,4.5,11
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,10.5,11
Honda Brio S MT,Coimbatore,2016,14821,5.37,9
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,5.45,13
Mahindra XUV500 W4,Mumbai,2016,33000,9.25,9
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,7.7,9
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,7.99,13
Hyundai i10 Sportz,Chennai,2012,49000,3.0,13
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,4.0,20
Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,6.69,7
Maruti Swift VDI,Delhi,2014,56000,4.25,11
Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,10.5,8
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,22.55,6
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,5.2,11
Honda City i VTEC VX Option,Coimbatore,2019,23882,11.87,6
Honda City i DTEC SV,Hyderabad,2014,65000,6.99,11
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,5.0,14
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,44.0,11
Maruti Alto 800 LXI,Chennai,2015,21000,2.79,10
Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,2.9,13
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,9.85,9
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,49.0,11
Mahindra Thar CRDe,Jaipur,2016,19000,9.25,9
Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,3.75,14
Ford Aspire Titanium Diesel,Coimbatore,2017,30279,7.29,8
Mini Cooper 3 DOOR D,Mumbai,2016,20000,23.5,9
Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,2.6,12
Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,3.1,10
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,29.98,9
Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,6.73,9
Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,3.5,9
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,2.35,14
Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,16.13,8
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,5.9,11
Maruti Ritz VXI,Hyderabad,2012,68776,3.9,13
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,6.95,13
Honda City i DTec SV,Delhi,2015,33000,7.0,10
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,7.23,8
Maruti SX4 ZDI Leather,Mumbai,2012,90000,3.81,13
Maruti Swift ZXI,Chennai,2012,42000,4.5,13
Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,12.6,8
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,48.0,10
Maruti Alto LXi BSIII,Coimbatore,2010,59136,2.96,15
Honda Amaze SX i-DTEC,Kolkata,2014,36000,3.25,11
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,8.5,14
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,8.75,12
Maruti Wagon R VXI BS IV,Kochi,2011,36411,3.08,14
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,41.5,8
Honda City i VTEC SV,Pune,2016,27300,7.0,9
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,11.5,14
Maruti Wagon R LX BS IV,Pune,2011,71000,2.6,14
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,4.3,11
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,24.9,8
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,13.75,14
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,3.85,11
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,23.25,11
Hyundai Grand i10 Asta Option,Bangalore,2015,50000,5.75,10
Hyundai i10 Magna 1.2,Mumbai,2008,62000,1.65,17
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,6.5,13
Skoda Yeti Elegance,Chennai,2011,79000,7.5,14
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,72.94,6
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,11.0,15
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,3.02,12
Hyundai EON Era,Coimbatore,2013,65060,3.32,12
Honda Brio S MT,Delhi,2013,33000,3.24,12
Maruti Alto 800 VXI,Kolkata,2015,11110,2.35,10
Mahindra Bolero ZLX,Jaipur,2013,63000,5.5,12
Honda City i VTEC SV,Mumbai,2015,27030,6.75,10
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,6.15,10
Maruti Swift VVT VXI,Pune,2016,27755,5.45,9
Hyundai EON Magna Plus,Hyderabad,2013,20000,2.3,12
Maruti Swift Dzire ZXI,Kochi,2015,24782,6.21,10
Nissan Micra XV CVT,Coimbatore,2014,47303,5.21,11
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,11.99,17
Maruti Swift Vdi BSIII,Pune,2010,135000,3.1,15
Tata Xenon XT EX 4X2,Jaipur,2017,1000,7.5,8
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,4.0,9
Honda City i VTEC SV,Kochi,2016,36367,7.73,9
Honda City i VTEC V,Bangalore,2015,38000,7.8,10
Maruti 800 AC BSIII,Hyderabad,2011,83969,1.3,14
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,4.42,11
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,4.0,16
Mahindra XUV500 W10 2WD,Kolkata,2016,54000,13.0,9
Honda Amaze VX i-DTEC,Kochi,2015,61691,5.38,10
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,3.25,14
Maruti Wagon R AMT VXI,Jaipur,2016,68630,3.87,9
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,8.25,11
Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,9.28,7
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,6.25,13
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,1.15,17
Maruti Ciaz ZXi Option,Kochi,2016,40347,7.8,9
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,4.5,13
Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,7.56,7
Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,16.08,8
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,4.5,13
Hyundai Verna 1.6 SX,Chennai,2012,128000,5.0,13
Hyundai i10 Era 1.1,Delhi,2011,54000,2.2,14
Maruti Celerio VXI AT,Bangalore,2014,49800,4.0,11
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,2.51,13
Maruti Swift VDI BSIV,Delhi,2015,60095,4.75,10
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,2.0,17
Hyundai i10 Magna 1.2,Jaipur,2010,81402,2.1,15
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,6.25,12
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,10.6,14
Maruti Swift VDI BSIV,Ahmedabad,2017,49224,6.0,8
Maruti 800 Std BSIII,Jaipur,2004,12000,0.45,21
Maruti Swift Lxi BSIII,Pune,2010,54898,2.5,15
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,12.75,7
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,30.29,8
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,1.6,19
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,7.54,8
Maruti Ciaz VXi Plus,Kochi,2015,46601,6.84,10
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,6.0,13
Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,8.0,8
Audi A4 35 TDI Premium,Coimbatore,2016,68193,24.74,9
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,5.5,8
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,36.0,12
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,11.79,12
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,3.0,14
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,6.75,14
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,1.4,19
Honda Mobilio V i DTEC,Mumbai,2014,57000,5.75,11
Maruti Ritz VDi,Hyderabad,2010,79894,3.4,15
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,4.89,14
Nissan Terrano XL,Mumbai,2013,31000,4.95,12
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,3.49,12
Honda City 1.5 S MT,Pune,2014,43772,6.35,11
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,7.08,8
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,38.0,8
Mahindra Scorpio VLX,Kolkata,2012,62000,6.25,13
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,10.15,14
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,10.75,11
Chevrolet Cruze LTZ AT,Pune,2012,137008,4.65,13
Mahindra Scorpio VLX,Delhi,2010,61001,4.75,15
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,7.78,10
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,6.75,9
Honda City ZX CVT,Hyderabad,2008,56000,2.99,17
Hyundai i10 Magna,Kolkata,2013,21000,2.35,12
Honda Amaze S i-Dtech,Delhi,2013,89429,3.65,12
Maruti Wagon R LXI,Delhi,2012,45631,2.74,13
Honda Brio S MT,Jaipur,2013,53959,3.5,12
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,4.76,11
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,6.2,9
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,2.35,17
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,24.5,11
Renault Duster Petrol RxL,Pune,2013,20000,6.0,12
Hyundai EON Sportz,Hyderabad,2017,31829,3.65,8
Maruti Swift VXI,Coimbatore,2016,18094,6.26,9
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,32.95,10
Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,7.8,7
Honda Brio S MT,Bangalore,2014,43521,4.25,11
Maruti Swift Dzire ZXi,Kochi,2014,49386,4.86,11
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,4.9,8
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,7.06,11
Volkswagen Polo GTI,Delhi,2015,60007,4.5,10
Maruti Alto K10 VXI,Coimbatore,2011,48624,3.22,14
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,3.25,11
Hyundai Grand i10 Sportz,Delhi,2016,81605,4.53,9
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,34.78,8
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,6.5,11
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,2.25,15
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,8.0,14
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,8.37,8
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,5.39,10
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,37.3,7
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,70.8,7
Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,22.25,13
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,6.03,7
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,4.9,14
Hyundai i10 Sportz AT,Chennai,2013,21000,3.96,12
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,4.6,14
Mahindra Scorpio VLX,Mumbai,2011,100010,5.5,14
Honda Brio V MT,Mumbai,2013,63107,3.25,12
Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,6.25,8
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,3.0,18
Hyundai Verna CRDi SX,Chennai,2011,108242,4.25,14
Toyota Fortuner 3.0 Diesel,Pune,2011,146300,12.25,14
BMW X1 sDrive20d,Pune,2011,62943,10.95,14
Toyota Fortuner 4x2 AT,Delhi,2013,65000,16.5,12
Honda Amaze V CVT Petrol,Pune,2018,1700,7.8,7
Hyundai i10 Era 1.1,Kochi,2013,34697,3.7,12
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,4.0,13
BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,26.75,10
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,28.03,9
Maruti Swift VXI Optional,Kochi,2017,37124,5.44,8
Maruti Baleno Delta Automatic,Delhi,2017,44000,6.2,8
Hyundai Accent GLE,Kolkata,2005,45200,0.9,20
Maruti Ritz LXi,Mumbai,2016,11000,3.95,9
Tata Nano Lx,Pune,2011,65000,0.44,14
Ford Figo Diesel EXI,Ahmedabad,2012,55005,2.75,13
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,7.5,14
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,2.5,15
Mahindra Xylo D4,Hyderabad,2015,169000,5.0,10
Maruti Wagon R VXI,Hyderabad,2013,67263,3.6,12
Toyota Etios G Safety,Kochi,2012,44223,3.99,13
Hyundai Grand i10 Sportz,Coimbatore,2015,36840,5.64,10
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,12.0,11
Tata Indica V2 DLS TC,Kolkata,2008,133000,0.7,17
BMW 3 Series 320d Sport Line,Mumbai,2015,69123,19.0,10
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,30.48,8
Maruti Ciaz Zeta,Mumbai,2017,5500,8.2,8
Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,7.55,10
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,0.99,18
Honda City 1.5 V AT,Delhi,2011,78256,4.15,14
Nissan Sunny XL,Chennai,2016,90000,6.2,9
Maruti Swift Dzire VXI,Kolkata,2016,18000,4.4,9
Ford Figo Diesel Titanium,Kolkata,2012,60000,2.1,13
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,2.2,14
Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,8.34,7
Maruti Swift Dzire VDI,Kolkata,2014,32000,4.35,11
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,6.8,11
Maruti Swift Dzire VDi,Jaipur,2010,71000,3.3,15
Hyundai Grand i10 Sportz,Kochi,2016,19947,5.04,9
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,9.2,13
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,5.7,11
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,8.48,7
BMW X6 xDrive 40d,Hyderabad,2013,58000,48.0,12
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,6.1,13
Maruti Wagon R LXI,Ahmedabad,2010,21002,2.75,15
Maruti Ertiga SHVS VDI,Pune,2017,121000,8.0,8
Maruti Alto LXi BSIII,Jaipur,2010,73513,1.85,15
Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,3.85,10
Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,4.74,8
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,5.63,12
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,2.62,14
Renault Duster Petrol RxL,Kochi,2015,82603,4.9,10
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,2.65,19
Mahindra XUV500 W8 2WD,Delhi,2012,88000,5.99,13
Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,2.4,14
Renault KWID Climber 1.0 MT,Delhi,2017,15000,4.25,8
Porsche Cayenne Diesel,Mumbai,2013,70000,40.0,12
Maruti Swift DDiS VDI,Pune,2008,150000,2.7,17
Datsun GO T Option,Hyderabad,2016,19000,2.99,9
Hyundai i20 1.2 Magna,Chennai,2011,37442,3.4,14
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,30.8,9
Maruti Ertiga ZDI,Mumbai,2012,88000,5.85,13
Hyundai Grand i10 Magna,Jaipur,2014,42355,4.0,11
BMW 3 Series 330i,Coimbatore,2011,75871,14.12,14
Chevrolet Cruze LTZ,Mumbai,2011,65000,4.55,14
Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,38.0,10
Maruti Ritz LDi,Jaipur,2011,79232,2.9,14
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,6.0,18
Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,6.95,9
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,2.75,11
Maruti Swift VDI,Pune,2014,75216,5.1,11
Hyundai i20 Sportz 1.2,Chennai,2017,8000,6.75,8
Maruti Ritz ZXi,Mumbai,2014,59451,3.69,11
Maruti Swift VDI,Hyderabad,2013,53996,5.45,12
Honda WRV i-VTEC VX,Kochi,2018,15135,9.29,7
Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,4.0,10
Honda Amaze E i-Vtech,Kolkata,2013,40000,2.9,12
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,5.25,12
Honda City V MT,Mumbai,2014,56000,5.75,11
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,13.12,8
Mahindra XUV500 W8 2WD,Kochi,2014,70963,7.83,11
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,10.4,12
Maruti Swift VDI,Pune,2012,75000,4.35,13
Maruti Wagon R VXI AMT,Coimbatore,2017,37832,5.23,8
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,6.01,9
Honda Amaze VX i-DTEC,Hyderabad,2014,97236,4.4,11
BMW 3 Series 320d Highline,Chennai,2010,83000,12.75,15
Ford Figo Petrol Titanium,Delhi,2011,65000,2.4,14
Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,5.71,7
Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,5.49,10
Honda City 1.3 EXI,Pune,2004,73500,1.3,21
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,8.5,11
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,12.99,13
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,5.0,8
Maruti Dzire AMT ZDI Plus,Pune,2017,41747,9.0,8
Maruti Swift VDI,Kochi,2016,38143,5.22,9
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,3.8,13
Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,7.27,6
Maruti Swift VXI,Mumbai,2016,23555,5.1,9
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,29.0,12
Maruti Wagon R VXI,Pune,2013,61000,2.9,12
Tata Nano Lx BSIV,Kochi,2012,4187,1.38,13
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,5.5,14
Volkswagen Polo GT TSI,Mumbai,2016,28000,7.25,9
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,6.98,11
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,5.25,8
Hyundai EON D Lite Plus,Kolkata,2013,36000,1.95,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,24.5,11
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,8.31,12
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,36.0,13
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,5.5,10
Honda Accord 2.4 AT,Kochi,2011,62332,5.89,14
Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,7.95,9
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,2.75,15
Hyundai Elantra CRDi SX,Jaipur,2012,98008,6.25,13
Ford Figo Diesel Titanium,Hyderabad,2015,36000,4.95,10
Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,6.27,6
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,8.65,8
Hyundai Grand i10 Asta,Kolkata,2014,37000,3.5,11
Audi Q5 2.0 TDI,Hyderabad,2015,56000,35.0,10
Maruti Swift Dzire ZXi,Kolkata,2015,27000,4.45,10
Hyundai i20 Magna,Kolkata,2012,37000,2.65,13
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,4.7,8
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,8.9,11
Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,17.45,8
Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,9.58,8
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,6.22,13
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,7.8,12
BMW X1 xDrive 20d xLine,Mumbai,2016,7000,27.75,9
Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,7.0,10
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,64.87,8
Chevrolet Cruze LTZ,Bangalore,2013,64000,6.5,12
Hyundai i20 1.2 Magna,Jaipur,2011,82000,2.7,14
Honda Brio S MT,Mumbai,2012,70000,2.5,13
Nissan Evalia 2013 XL,Hyderabad,2013,166194,3.9,12
Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,3.95,10
Hyundai i10 Sportz 1.2,Chennai,2010,77000,2.1,15
Chevrolet Cruze LTZ AT,Pune,2009,73204,3.5,16
Hyundai i10 Era,Hyderabad,2007,70000,2.0,18
Maruti Ertiga VDI,Delhi,2014,79870,5.35,11
Honda Amaze S i-Dtech,Delhi,2013,90000,3.8,12
Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,17.25,9
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,5.53,7
Hyundai i10 Sportz 1.2,Pune,2009,68000,1.95,16
Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,8.2,8
Honda City 1.3 EXI,Pune,1999,140000,0.9,26
Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,6.5,12
Mini Cooper Countryman D High,Coimbatore,2014,45535,19.41,11
Fiat Linea T-Jet Active,Coimbatore,2016,39228,6.58,9
Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,2.1,14
Hyundai i10 Era 1.1,Chennai,2008,85445,2.0,17
Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,3.7,10
Maruti Celerio VXI AT,Mumbai,2014,53000,3.8,11
Hyundai i10 Sportz,Jaipur,2014,60000,3.25,11
Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,5.53,10
BMW 3 Series 320d,Ahmedabad,2011,100000,10.9,14
Hyundai Grand i10 Sportz,Kolkata,2018,1800,5.1,7
Chevrolet Spark 1.0 LS,Pune,2009,44200,1.6,16
Honda City i VTEC VX Option,Ahmedabad,2018,14000,11.25,7
Volkswagen Vento Diesel Highline,Chennai,2013,720000,5.9,12
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,14.4,13
Honda City 1.5 S MT,Delhi,2011,68000,3.6,14
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,40.5,8
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,38.95,11
Maruti Ritz LDi,Delhi,2014,32805,3.6,11
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,7.12,9
Honda City i DTEC SV,Kochi,2016,55700,7.52,9
