Name,Location,Year,Kilometers_Driven,Price,Car_Age
Maruti Ciaz ZDi SHVS,Chennai,2014,45000,6.85,11
Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,5.75,14
Maruti 800 Std BSIII,Jaipur,2006,165000,0.9,19
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,16.5,13
Mini Cooper Countryman D,Hyderabad,2013,51000,21.94,12
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,22.0,16
Chevrolet Sail LT ABS,Kolkata,2014,45000,2.48,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,6.0,14
Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,8.9,16
BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,18.0,13
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,5.25,16
Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,2.95,14
Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,2.65,12
Volkswagen Vento Petrol Highline,Pune,2013,57197,4.0,12
Maruti Ritz VXI,Mumbai,2014,33000,3.25,11
Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,4.0,17
Mahindra XUV500 W8 2WD,Delhi,2012,75000,6.25,13
Maruti A-Star Vxi,Pune,2011,69000,1.95,14
Honda Accord VTi-L (AT),Mumbai,2007,80000,3.0,18
Hyundai i20 Asta (o),Delhi,2014,42365,5.5,11
Toyota Fortuner 4x2 AT,Delhi,2013,123000,16.5,12
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,14.5,14
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,2.15,13
Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,3.0,17
BMW X3 xDrive20d,Coimbatore,2014,41089,28.79,11
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,5.45,14
Maruti Swift Dzire VDI,Delhi,2013,72486,3.95,12
Volvo V40 Cross Country D3,Pune,2013,92000,16.0,12
Maruti Swift Dzire ZXi,Delhi,2013,40000,4.25,12
Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,34.5,11
Honda Accord 2.4 AT,Mumbai,2008,125000,2.6,17
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,4.5,11
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,10.5,11
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,5.45,13
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,7.99,13
Hyundai i10 Sportz,Chennai,2012,49000,3.0,13
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,4.0,20
Maruti Swift VDI,Delhi,2014,56000,4.25,11
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,5.2,11
Honda City i DTEC SV,Hyderabad,2014,65000,6.99,11
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,5.0,14
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,44.0,11
Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,2.9,13
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,49.0,11
Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,3.75,14
Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,2.6,12
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,2.35,14
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,5.9,11
Maruti Ritz VXI,Hyderabad,2012,68776,3.9,13
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,6.95,13
Maruti SX4 ZDI Leather,Mumbai,2012,90000,3.81,13
Maruti Swift ZXI,Chennai,2012,42000,4.5,13
Maruti Alto LXi BSIII,Coimbatore,2010,59136,2.96,15
Honda Amaze SX i-DTEC,Kolkata,2014,36000,3.25,11
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,8.5,14
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,8.75,12
Maruti Wagon R VXI BS IV,Kochi,2011,36411,3.08,14
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,11.5,14
Maruti Wagon R LX BS IV,Pune,2011,71000,2.6,14
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,4.3,11
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,13.75,14
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,3.85,11
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,23.25,11
Hyundai i10 Magna 1.2,Mumbai,2008,62000,1.65,17
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,6.5,13
Skoda Yeti Elegance,Chennai,2011,79000,7.5,14
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,11.0,15
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,3.02,12
Hyundai EON Era,Coimbatore,2013,65060,3.32,12
Honda Brio S MT,Delhi,2013,33000,3.24,12
Mahindra Bolero ZLX,Jaipur,2013,63000,5.5,12
Hyundai EON Magna Plus,Hyderabad,2013,20000,2.3,12
Nissan Micra XV CVT,Coimbatore,2014,47303,5.21,11
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,11.99,17
Maruti Swift Vdi BSIII,Pune,2010,135000,3.1,15
Maruti 800 AC BSIII,Hyderabad,2011,83969,1.3,14
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,4.42,11
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,4.0,16
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,3.25,14
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,8.25,11
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,6.25,13
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,1.15,17
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,4.5,13
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,4.5,13
Hyundai Verna 1.6 SX,Chennai,2012,128000,5.0,13
Hyundai i10 Era 1.1,Delhi,2011,54000,2.2,14
Maruti Celerio VXI AT,Bangalore,2014,49800,4.0,11
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,2.51,13
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,2.0,17
Hyundai i10 Magna 1.2,Jaipur,2010,81402,2.1,15
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,6.25,12
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,10.6,14
Maruti 800 Std BSIII,Jaipur,2004,12000,0.45,21
Maruti Swift Lxi BSIII,Pune,2010,54898,2.5,15
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,1.6,19
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,6.0,13
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,36.0,12
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,11.79,12
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,3.0,14
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,6.75,14
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,1.4,19
Honda Mobilio V i DTEC,Mumbai,2014,57000,5.75,11
Maruti Ritz VDi,Hyderabad,2010,79894,3.4,15
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,4.89,14
Nissan Terrano XL,Mumbai,2013,31000,4.95,12
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,3.49,12
Honda City 1.5 S MT,Pune,2014,43772,6.35,11
Mahindra Scorpio VLX,Kolkata,2012,62000,6.25,13
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,10.15,14
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,10.75,11
Chevrolet Cruze LTZ AT,Pune,2012,137008,4.65,13
Mahindra Scorpio VLX,Delhi,2010,61001,4.75,15
Honda City ZX CVT,Hyderabad,2008,56000,2.99,17
Hyundai i10 Magna,Kolkata,2013,21000,2.35,12
Honda Amaze S i-Dtech,Delhi,2013,89429,3.65,12
Maruti Wagon R LXI,Delhi,2012,45631,2.74,13
Honda Brio S MT,Jaipur,2013,53959,3.5,12
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,4.76,11
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,2.35,17
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,24.5,11
Renault Duster Petrol RxL,Pune,2013,20000,6.0,12
Honda Brio S MT,Bangalore,2014,43521,4.25,11
Maruti Swift Dzire ZXi,Kochi,2014,49386,4.86,11
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,7.06,11
Maruti Alto K10 VXI,Coimbatore,2011,48624,3.22,14
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,3.25,11
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,6.5,11
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,2.25,15
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,8.0,14
Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,22.25,13
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,4.9,14
Hyundai i10 Sportz AT,Chennai,2013,21000,3.96,12
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,4.6,14
Mahindra Scorpio VLX,Mumbai,2011,100010,5.5,14
Honda Brio V MT,Mumbai,2013,63107,3.25,12
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,3.0,18
Hyundai Verna CRDi SX,Chennai,2011,108242,4.25,14
Toyota Fortuner 3.0 Diesel,Pune,2011,146300,12.25,14
BMW X1 sDrive20d,Pune,2011,62943,10.95,14
Toyota Fortuner 4x2 AT,Delhi,2013,65000,16.5,12
Hyundai i10 Era 1.1,Kochi,2013,34697,3.7,12
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,4.0,13
Hyundai Accent GLE,Kolkata,2005,45200,0.9,20
Tata Nano Lx,Pune,2011,65000,0.44,14
Ford Figo Diesel EXI,Ahmedabad,2012,55005,2.75,13
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,7.5,14
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,2.5,15
Maruti Wagon R VXI,Hyderabad,2013,67263,3.6,12
Toyota Etios G Safety,Kochi,2012,44223,3.99,13
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,12.0,11
Tata Indica V2 DLS TC,Kolkata,2008,133000,0.7,17
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,0.99,18
Honda City 1.5 V AT,Delhi,2011,78256,4.15,14
Ford Figo Diesel Titanium,Kolkata,2012,60000,2.1,13
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,2.2,14
Maruti Swift Dzire VDI,Kolkata,2014,32000,4.35,11
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,6.8,11
Maruti Swift Dzire VDi,Jaipur,2010,71000,3.3,15
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,9.2,13
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,5.7,11
BMW X6 xDrive 40d,Hyderabad,2013,58000,48.0,12
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,6.1,13
Maruti Wagon R LXI,Ahmedabad,2010,21002,2.75,15
Maruti Alto LXi BSIII,Jaipur,2010,73513,1.85,15
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,5.63,12
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,2.62,14
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,2.65,19
Mahindra XUV500 W8 2WD,Delhi,2012,88000,5.99,13
Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,2.4,14
Porsche Cayenne Diesel,Mumbai,2013,70000,40.0,12
Maruti Swift DDiS VDI,Pune,2008,150000,2.7,17
Hyundai i20 1.2 Magna,Chennai,2011,37442,3.4,14
Maruti Ertiga ZDI,Mumbai,2012,88000,5.85,13
Hyundai Grand i10 Magna,Jaipur,2014,42355,4.0,11
BMW 3 Series 330i,Coimbatore,2011,75871,14.12,14
Chevrolet Cruze LTZ,Mumbai,2011,65000,4.55,14
Maruti Ritz LDi,Jaipur,2011,79232,2.9,14
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,6.0,18
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,2.75,11
Maruti Swift VDI,Pune,2014,75216,5.1,11
Maruti Ritz ZXi,Mumbai,2014,59451,3.69,11
Maruti Swift VDI,Hyderabad,2013,53996,5.45,12
Honda Amaze E i-Vtech,Kolkata,2013,40000,2.9,12
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,5.25,12
Honda City V MT,Mumbai,2014,56000,5.75,11
Mahindra XUV500 W8 2WD,Kochi,2014,70963,7.83,11
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,10.4,12
Maruti Swift VDI,Pune,2012,75000,4.35,13
Honda Amaze VX i-DTEC,Hyderabad,2014,97236,4.4,11
BMW 3 Series 320d Highline,Chennai,2010,83000,12.75,15
Ford Figo Petrol Titanium,Delhi,2011,65000,2.4,14
Honda City 1.3 EXI,Pune,2004,73500,1.3,21
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,8.5,11
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,12.99,13
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,3.8,13
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,29.0,12
Maruti Wagon R VXI,Pune,2013,61000,2.9,12
Tata Nano Lx BSIV,Kochi,2012,4187,1.38,13
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,5.5,14
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,6.98,11
Hyundai EON D Lite Plus,Kolkata,2013,36000,1.95,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,24.5,11
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,8.31,12
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,36.0,13
Honda Accord 2.4 AT,Kochi,2011,62332,5.89,14
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,2.75,15
Hyundai Elantra CRDi SX,Jaipur,2012,98008,6.25,13
Hyundai Grand i10 Asta,Kolkata,2014,37000,3.5,11
Hyundai i20 Magna,Kolkata,2012,37000,2.65,13
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,8.9,11
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,6.22,13
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,7.8,12
Chevrolet Cruze LTZ,Bangalore,2013,64000,6.5,12
Hyundai i20 1.2 Magna,Jaipur,2011,82000,2.7,14
Honda Brio S MT,Mumbai,2012,70000,2.5,13
Nissan Evalia 2013 XL,Hyderabad,2013,166194,3.9,12
Hyundai i10 Sportz 1.2,Chennai,2010,77000,2.1,15
Chevrolet Cruze LTZ AT,Pune,2009,73204,3.5,16
Hyundai i10 Era,Hyderabad,2007,70000,2.0,18
Maruti Ertiga VDI,Delhi,2014,79870,5.35,11
Honda Amaze S i-Dtech,Delhi,2013,90000,3.8,12
Hyundai i10 Sportz 1.2,Pune,2009,68000,1.95,16
Honda City 1.3 EXI,Pune,1999,140000,0.9,26
Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,6.5,12
Mini Cooper Countryman D High,Coimbatore,2014,45535,19.41,11
Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,2.1,14
Hyundai i10 Era 1.1,Chennai,2008,85445,2.0,17
Maruti Celerio VXI AT,Mumbai,2014,53000,3.8,11
Hyundai i10 Sportz,Jaipur,2014,60000,3.25,11
BMW 3 Series 320d,Ahmedabad,2011,100000,10.9,14
Chevrolet Spark 1.0 LS,Pune,2009,44200,1.6,16
Volkswagen Vento Diesel Highline,Chennai,2013,720000,5.9,12
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,14.4,13
Honda City 1.5 S MT,Delhi,2011,68000,3.6,14
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,38.95,11
Maruti Ritz LDi,Delhi,2014,32805,3.6,11
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,10.35,13
Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,7.0,11
Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,10.85,14
Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,2.35,15
Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,2.9,11
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,10.1,11
Maruti Swift Dzire VXI,Kolkata,2014,48800,4.25,11
Hyundai i20 Magna,Jaipur,2012,100000,3.25,13
Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,2.8,13
Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,1.55,19
Honda CR-V 2.4 MT,Chennai,2007,98000,4.7,18
Maruti Ritz VXi,Mumbai,2012,29000,3.25,13
Maruti Swift Ldi BSIV,Delhi,2014,62000,3.75,11
Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,24.94,11
Hyundai EON D Lite Plus,Kolkata,2014,26008,1.97,11
Ford Figo Diesel EXI,Jaipur,2010,90000,1.4,15
Renault Scala Diesel RxL,Kolkata,2013,40000,4.0,12
Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,16.11,13
Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,10.55,11
Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,1.6,23
Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,18.49,13
Maruti Swift ZDi,Hyderabad,2013,99595,4.75,12
Toyota Qualis FS B3,Bangalore,2002,63000,3.65,23
BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,15.5,13
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,11.82,12
Toyota Corolla H2,Delhi,2008,63000,2.05,17
Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,2.25,12
Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,20.12,11
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,5.5,21
Honda City 1.5 EXI,Jaipur,2005,88000,1.7,20
Audi A4 2.0 TDI,Kochi,2013,45330,13.19,12
Maruti Swift Dzire VXI,Mumbai,2012,88000,3.85,13
Mahindra XUV500 W8 4WD,Pune,2014,81000,9.0,11
Chevrolet Beat LT,Kochi,2012,83381,2.21,13
Hyundai i10 Magna AT,Mumbai,2009,21000,2.6,16
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,18.0,11
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,9.99,18
Hyundai i10 Magna,Kolkata,2012,58235,2.45,13
Volkswagen Vento Diesel Highline,Kolkata,2011,35000,3.15,14
Maruti Alto LXi,Chennai,2008,65000,1.59,17
Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,3.0,15
BMW X5 xDrive 30d,Mumbai,2012,66000,21.0,13
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,23.0,12
Maruti Swift VDI,Coimbatore,2014,83274,5.79,11
Honda City 1.5 S MT,Mumbai,2011,49999,3.8,14
Tata Sumo EX,Bangalore,2014,66000,4.45,11
Hyundai i20 Magna,Delhi,2012,54000,3.3,13
Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,1.75,16
Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,5.5,14
Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,5.25,12
Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,3.75,14
Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,1.37,19
Hyundai i10 Sportz 1.2,Mumbai,2010,62000,2.1,15
Maruti Alto LXi BSIII,Hyderabad,2006,71993,1.8,19
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,12.5,12
Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,6.3,14
Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,13.0,14
Maruti Swift Dzire VXI,Hyderabad,2012,65097,4.7,13
Skoda Superb 1.8 TSI MT,Pune,2012,282000,3.3,13
Maruti Wagon R LXI Minor,Jaipur,2009,111000,1.51,16
Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,6.09,12
Hyundai Elantra CRDi SX,Hyderabad,2012,125928,9.0,13
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,23.5,12
Honda Accord 2.4 A/T,Mumbai,2011,54774,6.35,14
Maruti Celerio VXI,Chennai,2014,41123,3.4,11
BMW 3 Series 320d Sport,Chennai,2014,48000,21.6,11
Volkswagen Vento Diesel Trendline,Chennai,2011,173000,4.0,14
Land Rover Freelander 2 SE,Mumbai,2012,34000,19.25,13
Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,3.95,13
Maruti Dzire VDI,Mumbai,2012,74000,4.25,13
Maruti Ertiga VDI,Hyderabad,2012,82085,6.5,13
Ford Figo Petrol ZXI,Bangalore,2011,68465,2.95,14
Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,7.12,12
Honda City 1.5 S MT,Delhi,2009,65055,2.75,16
Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,3.67,11
Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,2.3,17
Skoda Octavia 1.9 TDI,Pune,2008,88123,2.2,17
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,41.0,11
Audi A4 2.0 TDI,Ahmedabad,2013,82002,17.5,12
Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,1.99,16
Honda City 1.5 S MT,Jaipur,2011,95936,4.1,14
Maruti Swift VDI BSIV,Coimbatore,2014,44282,5.99,11
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,2.59,13
Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,26.75,12
Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,23.0,14
Ford Figo Petrol ZXI,Pune,2014,21727,3.35,11
Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,10.75,13
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,6.29,12
Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,7.75,11
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,13.5,13
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,3.75,12
Mahindra Xylo E4,Mumbai,2011,76000,3.75,14
Maruti Wagon R LXI,Jaipur,2006,101000,1.5,19
Maruti Wagon R LXI BSIII,Chennai,2005,66000,1.45,20
Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,4.12,12
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,2.49,14
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,6.25,11
Toyota Innova 2.5 G3,Hyderabad,2007,162000,4.8,18
Hyundai EON Era Plus,Kolkata,2012,60000,1.99,13
Hyundai i10 Magna 1.2,Hyderabad,2010,70600,2.8,15
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,22.0,14
Mahindra Bolero SLE,Hyderabad,2012,75000,4.3,13
Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,9.75,11
Audi A4 2.0 TDI,Delhi,2013,67000,14.5,12
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,2.4,16
Maruti SX4 Vxi BSIII,Mumbai,2008,62000,2.11,17
Maruti Ritz AT,Hyderabad,2012,57788,3.6,13
Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,6.0,12
Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,7.45,11
Maruti Alto LXi,Chennai,2011,75000,2.1,14
Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,5.2,12
Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,4.9,16
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,25.0,11
Honda Amaze VX i-Vtech,Pune,2013,47000,4.15,12
Hyundai i10 Magna 1.1,Delhi,2011,62000,2.1,14
Maruti Swift Dzire VXi,Pune,2008,56230,2.4,17
Hyundai Accent GLE 1,Chennai,2007,55000,2.65,18
Mahindra XUV500 W8 2WD,Jaipur,2014,70669,9.0,11
Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,2.1,13
Chevrolet Beat LT,Pune,2011,65000,2.5,14
Audi A6 2.7 TDI,Mumbai,2009,30000,8.95,16
Maruti Swift 1.3 LXI,Pune,2011,24255,3.15,14
Honda City i DTEC SV,Kolkata,2014,40000,4.45,11
Chevrolet Beat LT,Jaipur,2010,26000,1.5,15
Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,14.5,14
Hyundai Verna SX CRDi AT,Mumbai,2014,71000,5.45,11
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,3.65,13
Audi A4 2.0 TDI,Mumbai,2013,45200,13.5,12
Honda CR-V 2.4 AT,Hyderabad,2008,82167,5.4,17
Honda City i-VTEC V,Delhi,2011,67031,4.0,14
BMW 6 Series 640d Coupe,Mumbai,2013,30000,45.0,12
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,8.0,14
Ford Figo Diesel ZXI,Hyderabad,2013,71336,4.1,12
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,6.25,19
Hyundai Santro LP zipPlus,Coimbatore,2004,52146,1.93,21
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,21.0,12
Honda Mobilio S i VTEC,Mumbai,2014,43081,5.25,11
Porsche Cayenne Turbo S,Mumbai,2010,35000,32.0,15
Mahindra Quanto C8,Kolkata,2013,36000,3.9,12
Toyota Corolla H5,Mumbai,2007,67000,2.2,18
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,11.27,15
Maruti Alto 800 LXI,Jaipur,2013,86000,2.41,12
Honda City 1.5 V AT,Pune,2012,60000,5.5,13
Maruti Zen VXI,Kolkata,2009,37000,1.0,16
Maruti Alto LXi,Hyderabad,2011,76976,2.15,14
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,6.0,18
Honda City i VTEC SV,Delhi,2014,55000,5.84,11
Hyundai i10 Sportz,Bangalore,2008,84000,2.5,17
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,5.7,18
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,36.5,13
Hyundai Santa Fe 2WD AT,Delhi,2012,86000,9.5,13
Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,4.55,12
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,3.9,13
Mahindra Bolero SLE BSIII,Pune,2007,92000,2.7,18
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,10.3,16
BMW 3 Series 320d Sedan,Kolkata,2010,51000,7.75,15
